px_GeV,py_GeV,pz_GeV,p_mag_GeV,KE_GeV,E_GeV
0.0,0.0,0.3135350749519769,0.3135350749519769,0.2036267775564651,0.3431967775564651
0.0,0.0,0.3122192717770029,0.3122192717770029,0.2024251148320134,0.3419951148320134
0.0,0.0,0.2226940355820944,0.2226940355820944,0.12324632061924759,0.2628163206192476
0.0,0.0,0.22659579359659002,0.22659579359659002,0.12656049163083213,0.26613049163083213
0.0,0.0,0.33879547701790386,0.33879547701790386,0.22684801285934217,0.36641801285934217
0.0,0.0,0.22687857542560746,0.22687857542560746,0.1268013064261109,0.2663713064261109
0.0,0.0,0.24226076592791415,0.24226076592791415,0.14001909779885838,0.2795890977988584
0.0,0.0,0.04617799979521219,0.04617799979521219,0.0074408586638640695,0.14701085866386407
0.0,0.0,0.18448710846679056,0.18448710846679056,0.09176369423937653,0.23133369423937652
0.0,0.0,0.2366952852533057,0.2366952852533057,0.1352107179573264,0.2747807179573264
0.0,0.0,0.1448477193607766,0.1448477193607766,0.06157832016205925,0.20114832016205925
0.0,0.0,0.21673490070911358,0.21673490070911358,0.11821634968785552,0.2577863496878555
0.0,0.0,0.17592115330484137,0.17592115330484137,0.08499187806505692,0.22456187806505692
0.0,0.0,0.20902171941999886,0.20902171941999886,0.11176615754461741,0.2513361575446174
0.0,0.0,0.2168542446319683,0.2168542446319683,0.11831669666134695,0.25788669666134695
0.0,0.0,0.19613506330980282,0.19613506330980282,0.10115546180148946,0.24072546180148946
0.0,0.0,0.2453543574751122,0.2453543574751122,0.142703884077194,0.282273884077194
0.0,0.0,0.2703126743180398,0.2703126743180398,0.16464822232892404,0.30421822232892404
0.0,0.0,0.21250929037252775,0.21250929037252775,0.11467394465677119,0.2542439446567712
0.0,0.0,0.24102674384520967,0.24102674384520967,0.13895051297637726,0.27852051297637725
0.0,0.0,0.28578164781188165,0.28578164781188165,0.17847234800742237,0.31804234800742237
0.0,0.0,0.2342764015409976,0.2342764015409976,0.13312986655478717,0.2726998665547872
0.0,0.0,0.2274297351710113,0.2274297351710113,0.1272709064217035,0.2668409064217035
0.0,0.0,0.39487625692591627,0.39487625692591627,0.279246240353478,0.418816240353478
0.0,0.0,0.2556001119205601,0.2556001119205601,0.15165362904442156,0.29122362904442156
0.0,0.0,0.325345123699458,0.325345123699458,0.21444869218307613,0.35401869218307613
0.0,0.0,0.2737378992941585,0.2737378992941585,0.167695719549023,0.307265719549023
0.0,0.0,0.1833284803895184,0.1833284803895184,0.09084075630692687,0.23041075630692687
0.0,0.0,0.25848687214571425,0.25848687214571425,0.15419052827375365,0.29376052827375365
0.0,0.0,0.38981787769550574,0.38981787769550574,0.2744804349364075,0.41405043493640753
0.0,0.0,0.3463509764647734,0.3463509764647734,0.2338450288862274,0.3734150288862274
0.0,0.0,0.29474173027960154,0.29474173027960154,0.1865472679699948,0.3261172679699948
0.0,0.0,0.4465149582721955,0.4465149582721955,0.32824982948654546,0.4678198294865455
0.0,0.0,0.34646042502543317,0.34646042502543317,0.233946547168668,0.373516547168668
0.0,0.0,0.4176883824549991,0.4176883824549991,0.30082002002528807,0.44039002002528804
0.0,0.0,0.22802990177016225,0.22802990177016225,0.12778261547497502,0.267352615474975
0.0,0.0,0.27141199178624753,0.27141199178624753,0.1656254360493913,0.3051954360493913
0.0,0.0,0.3223174615623189,0.3223174615623189,0.2116682822643012,0.3512382822643012
0.0,0.0,0.28467117281668997,0.28467117281668997,0.17747488882937343,0.31704488882937343
0.0,0.0,0.2186093832160184,0.2186093832160184,0.1197943139101599,0.2593643139101599
0.0,0.0,0.27760478363717567,0.27760478363717567,0.17114562689739812,0.3107156268973981
0.0,0.0,0.6204547275923713,0.6204547275923713,0.4963890033105308,0.6359590033105308
0.0,0.0,0.2065238391415977,0.2065238391415977,0.10969267477058117,0.24926267477058117
0.0,0.0,0.09314490294371841,0.09314490294371841,0.028226775429072898,0.1677967754290729
0.0,0.0,0.25089425160394163,0.25089425160394163,0.14753226468612532,0.2871022646861253
0.0,0.0,0.3149514118490203,0.3149514118490203,0.20492118526559025,0.34449118526559025
0.0,0.0,0.21821600045103298,0.21821600045103298,0.11946283141880923,0.25903283141880923
0.0,0.0,0.28943416689706525,0.28943416689706525,0.18175837077886262,0.3213283707788626
0.0,0.0,0.18560081948895282,0.18560081948895282,0.09265284361141315,0.23222284361141315
0.0,0.0,0.27195453908862194,0.27195453908862194,0.16610802706590608,0.3056780270659061
0.0,0.0,0.31269464529684027,0.31269464529684027,0.20285915485880693,0.34242915485880693
0.0,0.0,0.1945791990775798,0.1945791990775798,0.0998894947244156,0.2394594947244156
0.0,0.0,0.2626974742410797,0.2626974742410797,0.1579022640392592,0.2974722640392592
0.0,0.0,0.25036918163828864,0.25036918163828864,0.14707352777313212,0.2866435277731321
0.0,0.0,0.21778860857769164,0.21778860857769164,0.1191028878839199,0.2586728878839199
0.0,0.0,0.2826854015809596,0.2826854015809596,0.17569309832739452,0.3152630983273945
0.0,0.0,0.22497777697496563,0.22497777697496563,0.1251841973842858,0.2647541973842858
0.0,0.0,0.19149944147483924,0.19149944147483924,0.09739375458110758,0.23696375458110758
0.0,0.0,0.11683757472843963,0.11683757472843963,0.04244869071176102,0.18201869071176102
0.0,0.0,0.3643497254021251,0.3643497254021251,0.25059728117642566,0.39016728117642563
0.0,0.0,0.14994560443346108,0.14994560443346108,0.06527986987771309,0.2048498698777131
0.0,0.0,0.2452781473252809,0.2452781473252809,0.14263764421844102,0.282207644218441
0.0,0.0,0.23759490696125474,0.23759490696125474,0.13598602826635328,0.2755560282663533
0.0,0.0,0.3158169038709238,0.3158169038709238,0.20571264026825378,0.3452826402682538
0.0,0.0,0.22497784387857087,0.22497784387857087,0.125184254236359,0.264754254236359
0.0,0.0,0.166335415172649,0.166335415172649,0.07756418717617342,0.21713418717617342
0.0,0.0,0.25290602913263444,0.25290602913263444,0.14929198169997546,0.28886198169997546
0.0,0.0,0.30730729952936264,0.30730729952936264,0.19794675698256733,0.33751675698256733
0.0,0.0,0.21770071110370148,0.21770071110370148,0.11902888730436814,0.25859888730436814
0.0,0.0,0.2322438667041814,0.2322438667041814,0.1313857132110515,0.2709557132110515
0.0,0.0,0.13198152116054596,0.13198152116054596,0.052520881688464444,0.19209088168846444
0.0,0.0,0.3080307944976169,0.3080307944976169,0.19860562783091437,0.33817562783091437
0.0,0.0,0.2291510161115227,0.2291510161115227,0.12873947259637206,0.26830947259637206
0.0,0.0,0.21217737830814554,0.21217737830814554,0.11439658198613042,0.2539665819861304
0.0,0.0,0.17918436885342753,0.17918436885342753,0.08755732759710172,0.22712732759710172
0.0,0.0,0.2033409686887704,0.2033409686887704,0.10706198180140286,0.24663198180140286
0.0,0.0,0.22425829804477065,0.22425829804477065,0.1245730845998759,0.2641430845998759
0.0,0.0,0.36257424791250065,0.36257424791250065,0.24893980701819549,0.3885098070181955
0.0,0.0,0.19321005842788025,0.19321005842788025,0.09877829887730455,0.23834829887730455
0.0,0.0,0.2621016242695037,0.2621016242695037,0.15737620109493247,0.29694620109493247
0.0,0.0,0.23550358933868917,0.23550358933868917,0.13418486386803422,0.2737548638680342
0.0,0.0,0.23098958815118179,0.23098958815118179,0.13031140864878518,0.2698814086487852
0.0,0.0,0.10394307448408806,0.10394307448408806,0.034452836527866876,0.17402283652786688
0.0,0.0,0.03609524021213308,0.03609524021213308,0.0045918925582332515,0.14416189255823325
0.0,0.0,0.16004469626374368,0.16004469626374368,0.07278369010722174,0.21235369010722174
0.0,0.0,0.4716519247629977,0.4716519247629977,0.3522992133409454,0.4918692133409454
0.0,0.0,0.3622039049093637,0.3622039049093637,0.2485942096221538,0.3881642096221538
0.0,0.0,0.32906553177392134,0.32906553177392134,0.21787077705496002,0.35744077705496
